crop,climate_zone,soil_type,last_crop_category,last_crop,season,recommendation_type,recommendation_text
гречиха,континентальная,торфяная,бобовые,многолетние травы,весна,удобрение,Для гречиха рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
соя,засушливая,суглинок,сидераты,соя,лето,удобрение,Для соя рекомендуется внести азотные и фосфорные удобрения после соя.
кукуруза,засушливая,чернозем,сидераты,ячмень,весна,удобрение,Для кукуруза рекомендуется внести азотные и фосфорные удобрения после ячмень.
гречиха,южная,песчаная,зерновые,овес,лето,защита растений,Проверить посевы гречиха после овес на болезни и провести профилактическую обработку.
картофель,северная,чернозем,кормовые,ячмень,осень,защита растений,Проверить посевы картофель после ячмень на болезни и провести профилактическую обработку.
подсолнечник,южная,глинистая,кормовые,многолетние травы,лето,севооборот,"После многолетние травы, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
пшеница,засушливая,песчаная,технические,ячмень,весна,защита растений,Проверить посевы пшеница после ячмень на болезни и провести профилактическую обработку.
рапс,южная,песчаная,бобовые,многолетние травы,весна,севооборот,"После многолетние травы, лучше всего сажать рапс, так как сохраняется плодородие почвы."
овес,континентальная,глинистая,кормовые,многолетние травы,весна,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
подсолнечник,умеренная,суглинок,зерновые,озимая пшеница,весна,севооборот,"После озимая пшеница, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
подсолнечник,умеренная,торфяная,зерновые,соя,весна,защита растений,Проверить посевы подсолнечник после соя на болезни и провести профилактическую обработку.
рапс,засушливая,чернозем,бобовые,люцерна,лето,севооборот,"После люцерна, лучше всего сажать рапс, так как сохраняется плодородие почвы."
гречиха,южная,суглинок,бобовые,картофель,лето,севооборот,"После картофель, лучше всего сажать гречиха, так как сохраняется плодородие почвы."
рожь,северная,супесчаная,зерновые,ячмень,весна,защита растений,Проверить посевы рожь после ячмень на болезни и провести профилактическую обработку.
соя,субтропическая,суглинок,бобовые,картофель,лето,удобрение,Для соя рекомендуется внести азотные и фосфорные удобрения после картофель.
кукуруза,южная,песчаная,овощи,кукуруза,весна,защита растений,Проверить посевы кукуруза после кукуруза на болезни и провести профилактическую обработку.
рапс,северная,чернозем,бобовые,соя,весна,обработка почвы,После соя провести глубокую вспашку и выравнивание почвы под рапс.
пшеница,континентальная,песчаная,овощи,пар,весна,защита растений,Проверить посевы пшеница после пар на болезни и провести профилактическую обработку.
подсолнечник,засушливая,чернозем,зерновые,озимая пшеница,лето,севооборот,"После озимая пшеница, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
подсолнечник,континентальная,торфяная,бобовые,кукуруза,весна,удобрение,Для подсолнечник рекомендуется внести азотные и фосфорные удобрения после кукуруза.
соя,субтропическая,песчаная,овощи,овес,лето,севооборот,"После овес, лучше всего сажать соя, так как сохраняется плодородие почвы."
овес,северная,супесчаная,овощи,соя,осень,защита растений,Проверить посевы овес после соя на болезни и провести профилактическую обработку.
пшеница,северная,песчаная,сидераты,картофель,лето,защита растений,Проверить посевы пшеница после картофель на болезни и провести профилактическую обработку.
ячмень,северная,супесчаная,кормовые,люцерна,лето,удобрение,Для ячмень рекомендуется внести азотные и фосфорные удобрения после люцерна.
кукуруза,засушливая,суглинок,сидераты,кукуруза,осень,защита растений,Проверить посевы кукуруза после кукуруза на болезни и провести профилактическую обработку.
пшеница,южная,торфяная,сидераты,люцерна,осень,севооборот,"После люцерна, лучше всего сажать пшеница, так как сохраняется плодородие почвы."
подсолнечник,субтропическая,чернозем,бобовые,многолетние травы,лето,удобрение,Для подсолнечник рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
соя,субтропическая,супесчаная,кормовые,овес,лето,обработка почвы,После овес провести глубокую вспашку и выравнивание почвы под соя.
соя,субтропическая,песчаная,технические,многолетние травы,лето,защита растений,Проверить посевы соя после многолетние травы на болезни и провести профилактическую обработку.
соя,северная,суглинок,зерновые,пар,лето,севооборот,"После пар, лучше всего сажать соя, так как сохраняется плодородие почвы."
рожь,умеренная,глинистая,овощи,пар,осень,севооборот,"После пар, лучше всего сажать рожь, так как сохраняется плодородие почвы."
ячмень,умеренная,глинистая,сидераты,кукуруза,осень,обработка почвы,После кукуруза провести глубокую вспашку и выравнивание почвы под ячмень.
овес,северная,торфяная,кормовые,горох,весна,севооборот,"После горох, лучше всего сажать овес, так как сохраняется плодородие почвы."
гречиха,северная,чернозем,технические,озимая пшеница,осень,удобрение,Для гречиха рекомендуется внести азотные и фосфорные удобрения после озимая пшеница.
подсолнечник,северная,торфяная,зерновые,озимая пшеница,осень,севооборот,"После озимая пшеница, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
пшеница,засушливая,песчаная,сидераты,озимая пшеница,весна,севооборот,"После озимая пшеница, лучше всего сажать пшеница, так как сохраняется плодородие почвы."
кукуруза,северная,песчаная,кормовые,горох,лето,обработка почвы,После горох провести глубокую вспашку и выравнивание почвы под кукуруза.
ячмень,субтропическая,песчаная,бобовые,люцерна,весна,защита растений,Проверить посевы ячмень после люцерна на болезни и провести профилактическую обработку.
рожь,умеренная,песчаная,бобовые,озимая пшеница,осень,севооборот,"После озимая пшеница, лучше всего сажать рожь, так как сохраняется плодородие почвы."
подсолнечник,субтропическая,супесчаная,овощи,многолетние травы,осень,удобрение,Для подсолнечник рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
соя,северная,торфяная,технические,кукуруза,лето,защита растений,Проверить посевы соя после кукуруза на болезни и провести профилактическую обработку.
картофель,континентальная,суглинок,сидераты,подсолнечник,осень,обработка почвы,После подсолнечник провести глубокую вспашку и выравнивание почвы под картофель.
рапс,континентальная,суглинок,технические,соя,весна,севооборот,"После соя, лучше всего сажать рапс, так как сохраняется плодородие почвы."
рожь,субтропическая,глинистая,кормовые,кукуруза,осень,защита растений,Проверить посевы рожь после кукуруза на болезни и провести профилактическую обработку.
ячмень,южная,торфяная,овощи,люцерна,осень,севооборот,"После люцерна, лучше всего сажать ячмень, так как сохраняется плодородие почвы."
гречиха,северная,глинистая,овощи,многолетние травы,осень,защита растений,Проверить посевы гречиха после многолетние травы на болезни и провести профилактическую обработку.
пшеница,континентальная,чернозем,овощи,ячмень,весна,севооборот,"После ячмень, лучше всего сажать пшеница, так как сохраняется плодородие почвы."
подсолнечник,континентальная,торфяная,технические,кукуруза,лето,севооборот,"После кукуруза, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
пшеница,засушливая,суглинок,овощи,горох,весна,защита растений,Проверить посевы пшеница после горох на болезни и провести профилактическую обработку.
овес,засушливая,чернозем,зерновые,озимая пшеница,осень,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после озимая пшеница.
картофель,континентальная,чернозем,технические,пар,осень,севооборот,"После пар, лучше всего сажать картофель, так как сохраняется плодородие почвы."
пшеница,умеренная,супесчаная,кормовые,горох,лето,удобрение,Для пшеница рекомендуется внести азотные и фосфорные удобрения после горох.
подсолнечник,континентальная,суглинок,кормовые,люцерна,осень,обработка почвы,После люцерна провести глубокую вспашку и выравнивание почвы под подсолнечник.
подсолнечник,субтропическая,супесчаная,бобовые,соя,лето,севооборот,"После соя, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
пшеница,засушливая,торфяная,сидераты,подсолнечник,весна,удобрение,Для пшеница рекомендуется внести азотные и фосфорные удобрения после подсолнечник.
пшеница,южная,торфяная,зерновые,гречиха,весна,обработка почвы,После гречиха провести глубокую вспашку и выравнивание почвы под пшеница.
подсолнечник,умеренная,глинистая,зерновые,гречиха,осень,защита растений,Проверить посевы подсолнечник после гречиха на болезни и провести профилактическую обработку.
пшеница,умеренная,песчаная,овощи,овес,весна,обработка почвы,После овес провести глубокую вспашку и выравнивание почвы под пшеница.
овес,северная,торфяная,сидераты,овес,лето,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после овес.
рапс,южная,супесчаная,зерновые,кукуруза,весна,обработка почвы,После кукуруза провести глубокую вспашку и выравнивание почвы под рапс.
кукуруза,континентальная,супесчаная,сидераты,гречиха,весна,защита растений,Проверить посевы кукуруза после гречиха на болезни и провести профилактическую обработку.
гречиха,северная,песчаная,сидераты,ячмень,лето,защита растений,Проверить посевы гречиха после ячмень на болезни и провести профилактическую обработку.
картофель,субтропическая,песчаная,овощи,многолетние травы,лето,удобрение,Для картофель рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
гречиха,засушливая,глинистая,бобовые,озимая пшеница,осень,защита растений,Проверить посевы гречиха после озимая пшеница на болезни и провести профилактическую обработку.
ячмень,континентальная,глинистая,зерновые,пар,осень,удобрение,Для ячмень рекомендуется внести азотные и фосфорные удобрения после пар.
рожь,засушливая,чернозем,технические,кукуруза,осень,защита растений,Проверить посевы рожь после кукуруза на болезни и провести профилактическую обработку.
соя,умеренная,суглинок,технические,гречиха,лето,обработка почвы,После гречиха провести глубокую вспашку и выравнивание почвы под соя.
картофель,субтропическая,торфяная,овощи,гречиха,весна,обработка почвы,После гречиха провести глубокую вспашку и выравнивание почвы под картофель.
кукуруза,северная,супесчаная,сидераты,пар,осень,защита растений,Проверить посевы кукуруза после пар на болезни и провести профилактическую обработку.
кукуруза,северная,супесчаная,технические,многолетние травы,весна,защита растений,Проверить посевы кукуруза после многолетние травы на болезни и провести профилактическую обработку.
рапс,засушливая,торфяная,сидераты,кукуруза,лето,севооборот,"После кукуруза, лучше всего сажать рапс, так как сохраняется плодородие почвы."
кукуруза,субтропическая,песчаная,кормовые,пар,осень,защита растений,Проверить посевы кукуруза после пар на болезни и провести профилактическую обработку.
ячмень,умеренная,чернозем,сидераты,кукуруза,весна,удобрение,Для ячмень рекомендуется внести азотные и фосфорные удобрения после кукуруза.
ячмень,засушливая,супесчаная,овощи,картофель,весна,обработка почвы,После картофель провести глубокую вспашку и выравнивание почвы под ячмень.
ячмень,южная,супесчаная,овощи,многолетние травы,весна,удобрение,Для ячмень рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
рожь,северная,чернозем,зерновые,люцерна,весна,защита растений,Проверить посевы рожь после люцерна на болезни и провести профилактическую обработку.
картофель,континентальная,супесчаная,зерновые,кукуруза,осень,удобрение,Для картофель рекомендуется внести азотные и фосфорные удобрения после кукуруза.
гречиха,засушливая,суглинок,сидераты,пар,лето,обработка почвы,После пар провести глубокую вспашку и выравнивание почвы под гречиха.
подсолнечник,северная,глинистая,овощи,горох,осень,обработка почвы,После горох провести глубокую вспашку и выравнивание почвы под подсолнечник.
подсолнечник,субтропическая,суглинок,овощи,гречиха,весна,удобрение,Для подсолнечник рекомендуется внести азотные и фосфорные удобрения после гречиха.
рожь,умеренная,супесчаная,сидераты,ячмень,весна,удобрение,Для рожь рекомендуется внести азотные и фосфорные удобрения после ячмень.
кукуруза,умеренная,песчаная,овощи,пар,лето,удобрение,Для кукуруза рекомендуется внести азотные и фосфорные удобрения после пар.
картофель,южная,супесчаная,сидераты,люцерна,лето,защита растений,Проверить посевы картофель после люцерна на болезни и провести профилактическую обработку.
подсолнечник,южная,торфяная,овощи,гречиха,осень,севооборот,"После гречиха, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
рожь,континентальная,суглинок,зерновые,овес,осень,защита растений,Проверить посевы рожь после овес на болезни и провести профилактическую обработку.
ячмень,континентальная,чернозем,бобовые,гречиха,осень,удобрение,Для ячмень рекомендуется внести азотные и фосфорные удобрения после гречиха.
ячмень,засушливая,суглинок,зерновые,пар,лето,севооборот,"После пар, лучше всего сажать ячмень, так как сохраняется плодородие почвы."
пшеница,южная,песчаная,технические,многолетние травы,лето,севооборот,"После многолетние травы, лучше всего сажать пшеница, так как сохраняется плодородие почвы."
ячмень,южная,песчаная,зерновые,гречиха,лето,обработка почвы,После гречиха провести глубокую вспашку и выравнивание почвы под ячмень.
овес,континентальная,торфяная,технические,многолетние травы,лето,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
овес,субтропическая,чернозем,кормовые,овес,осень,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после овес.
пшеница,северная,глинистая,технические,подсолнечник,осень,удобрение,Для пшеница рекомендуется внести азотные и фосфорные удобрения после подсолнечник.
кукуруза,южная,торфяная,сидераты,картофель,лето,удобрение,Для кукуруза рекомендуется внести азотные и фосфорные удобрения после картофель.
подсолнечник,засушливая,чернозем,кормовые,пар,лето,удобрение,Для подсолнечник рекомендуется внести азотные и фосфорные удобрения после пар.
картофель,умеренная,глинистая,кормовые,люцерна,лето,удобрение,Для картофель рекомендуется внести азотные и фосфорные удобрения после люцерна.
овес,засушливая,суглинок,технические,люцерна,весна,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после люцерна.
пшеница,засушливая,торфяная,бобовые,горох,осень,защита растений,Проверить посевы пшеница после горох на болезни и провести профилактическую обработку.
гречиха,северная,суглинок,зерновые,озимая пшеница,весна,обработка почвы,После озимая пшеница провести глубокую вспашку и выравнивание почвы под гречиха.
овес,континентальная,глинистая,сидераты,горох,лето,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после горох.
овес,засушливая,чернозем,овощи,многолетние травы,лето,обработка почвы,После многолетние травы провести глубокую вспашку и выравнивание почвы под овес.
рапс,субтропическая,глинистая,кормовые,кукуруза,весна,защита растений,Проверить посевы рапс после кукуруза на болезни и провести профилактическую обработку.
ячмень,континентальная,песчаная,технические,подсолнечник,осень,защита растений,Проверить посевы ячмень после подсолнечник на болезни и провести профилактическую обработку.
пшеница,южная,суглинок,зерновые,пар,весна,обработка почвы,После пар провести глубокую вспашку и выравнивание почвы под пшеница.
рапс,субтропическая,торфяная,кормовые,озимая пшеница,весна,обработка почвы,После озимая пшеница провести глубокую вспашку и выравнивание почвы под рапс.
пшеница,умеренная,чернозем,бобовые,овес,весна,севооборот,"После овес, лучше всего сажать пшеница, так как сохраняется плодородие почвы."
пшеница,северная,песчаная,кормовые,горох,весна,севооборот,"После горох, лучше всего сажать пшеница, так как сохраняется плодородие почвы."
кукуруза,континентальная,глинистая,овощи,горох,весна,удобрение,Для кукуруза рекомендуется внести азотные и фосфорные удобрения после горох.
ячмень,северная,торфяная,бобовые,овес,лето,севооборот,"После овес, лучше всего сажать ячмень, так как сохраняется плодородие почвы."
подсолнечник,засушливая,супесчаная,технические,картофель,лето,севооборот,"После картофель, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
подсолнечник,континентальная,песчаная,технические,люцерна,лето,удобрение,Для подсолнечник рекомендуется внести азотные и фосфорные удобрения после люцерна.
пшеница,северная,глинистая,сидераты,пар,осень,севооборот,"После пар, лучше всего сажать пшеница, так как сохраняется плодородие почвы."
ячмень,южная,суглинок,кормовые,подсолнечник,осень,обработка почвы,После подсолнечник провести глубокую вспашку и выравнивание почвы под ячмень.
ячмень,северная,супесчаная,бобовые,озимая пшеница,весна,защита растений,Проверить посевы ячмень после озимая пшеница на болезни и провести профилактическую обработку.
гречиха,умеренная,чернозем,овощи,озимая пшеница,осень,севооборот,"После озимая пшеница, лучше всего сажать гречиха, так как сохраняется плодородие почвы."
рожь,засушливая,песчаная,зерновые,озимая пшеница,осень,защита растений,Проверить посевы рожь после озимая пшеница на болезни и провести профилактическую обработку.
гречиха,умеренная,глинистая,овощи,овес,весна,обработка почвы,После овес провести глубокую вспашку и выравнивание почвы под гречиха.
подсолнечник,засушливая,суглинок,сидераты,многолетние травы,лето,удобрение,Для подсолнечник рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
соя,умеренная,торфяная,технические,озимая пшеница,лето,севооборот,"После озимая пшеница, лучше всего сажать соя, так как сохраняется плодородие почвы."
соя,континентальная,суглинок,зерновые,картофель,лето,защита растений,Проверить посевы соя после картофель на болезни и провести профилактическую обработку.
рапс,субтропическая,супесчаная,зерновые,ячмень,лето,защита растений,Проверить посевы рапс после ячмень на болезни и провести профилактическую обработку.
соя,континентальная,глинистая,овощи,пар,лето,севооборот,"После пар, лучше всего сажать соя, так как сохраняется плодородие почвы."
кукуруза,засушливая,глинистая,сидераты,подсолнечник,весна,удобрение,Для кукуруза рекомендуется внести азотные и фосфорные удобрения после подсолнечник.
соя,субтропическая,песчаная,зерновые,подсолнечник,лето,севооборот,"После подсолнечник, лучше всего сажать соя, так как сохраняется плодородие почвы."
картофель,континентальная,глинистая,зерновые,пар,осень,севооборот,"После пар, лучше всего сажать картофель, так как сохраняется плодородие почвы."
соя,субтропическая,песчаная,сидераты,пар,весна,удобрение,Для соя рекомендуется внести азотные и фосфорные удобрения после пар.
соя,континентальная,супесчаная,технические,соя,весна,защита растений,Проверить посевы соя после соя на болезни и провести профилактическую обработку.
гречиха,умеренная,глинистая,зерновые,овес,весна,севооборот,"После овес, лучше всего сажать гречиха, так как сохраняется плодородие почвы."
гречиха,субтропическая,торфяная,бобовые,многолетние травы,весна,удобрение,Для гречиха рекомендуется внести азотные и фосфорные удобрения после многолетние травы.
соя,континентальная,торфяная,технические,ячмень,осень,обработка почвы,После ячмень провести глубокую вспашку и выравнивание почвы под соя.
соя,северная,песчаная,овощи,кукуруза,весна,обработка почвы,После кукуруза провести глубокую вспашку и выравнивание почвы под соя.
кукуруза,континентальная,супесчаная,зерновые,подсолнечник,весна,удобрение,Для кукуруза рекомендуется внести азотные и фосфорные удобрения после подсолнечник.
кукуруза,субтропическая,торфяная,овощи,пар,осень,удобрение,Для кукуруза рекомендуется внести азотные и фосфорные удобрения после пар.
овес,субтропическая,суглинок,зерновые,люцерна,осень,севооборот,"После люцерна, лучше всего сажать овес, так как сохраняется плодородие почвы."
пшеница,субтропическая,песчаная,кормовые,люцерна,весна,обработка почвы,После люцерна провести глубокую вспашку и выравнивание почвы под пшеница.
картофель,умеренная,чернозем,кормовые,овес,весна,удобрение,Для картофель рекомендуется внести азотные и фосфорные удобрения после овес.
подсолнечник,южная,песчаная,кормовые,картофель,лето,защита растений,Проверить посевы подсолнечник после картофель на болезни и провести профилактическую обработку.
ячмень,субтропическая,глинистая,технические,кукуруза,весна,севооборот,"После кукуруза, лучше всего сажать ячмень, так как сохраняется плодородие почвы."
рожь,северная,песчаная,овощи,горох,осень,защита растений,Проверить посевы рожь после горох на болезни и провести профилактическую обработку.
соя,континентальная,чернозем,бобовые,картофель,весна,севооборот,"После картофель, лучше всего сажать соя, так как сохраняется плодородие почвы."
кукуруза,континентальная,чернозем,зерновые,пар,весна,севооборот,"После пар, лучше всего сажать кукуруза, так как сохраняется плодородие почвы."
овес,субтропическая,супесчаная,кормовые,пар,лето,севооборот,"После пар, лучше всего сажать овес, так как сохраняется плодородие почвы."
подсолнечник,засушливая,торфяная,зерновые,горох,лето,обработка почвы,После горох провести глубокую вспашку и выравнивание почвы под подсолнечник.
рапс,субтропическая,чернозем,зерновые,подсолнечник,лето,защита растений,Проверить посевы рапс после подсолнечник на болезни и провести профилактическую обработку.
овес,субтропическая,чернозем,кормовые,озимая пшеница,лето,защита растений,Проверить посевы овес после озимая пшеница на болезни и провести профилактическую обработку.
овес,континентальная,глинистая,технические,соя,весна,севооборот,"После соя, лучше всего сажать овес, так как сохраняется плодородие почвы."
подсолнечник,северная,суглинок,технические,подсолнечник,осень,севооборот,"После подсолнечник, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
ячмень,субтропическая,суглинок,овощи,люцерна,осень,севооборот,"После люцерна, лучше всего сажать ячмень, так как сохраняется плодородие почвы."
ячмень,северная,торфяная,кормовые,ячмень,осень,защита растений,Проверить посевы ячмень после ячмень на болезни и провести профилактическую обработку.
рожь,южная,глинистая,овощи,подсолнечник,лето,обработка почвы,После подсолнечник провести глубокую вспашку и выравнивание почвы под рожь.
овес,южная,глинистая,сидераты,пар,лето,обработка почвы,После пар провести глубокую вспашку и выравнивание почвы под овес.
рожь,северная,песчаная,технические,картофель,весна,удобрение,Для рожь рекомендуется внести азотные и фосфорные удобрения после картофель.
рапс,засушливая,торфяная,бобовые,пар,осень,обработка почвы,После пар провести глубокую вспашку и выравнивание почвы под рапс.
кукуруза,засушливая,чернозем,бобовые,ячмень,осень,севооборот,"После ячмень, лучше всего сажать кукуруза, так как сохраняется плодородие почвы."
овес,субтропическая,глинистая,сидераты,ячмень,весна,удобрение,Для овес рекомендуется внести азотные и фосфорные удобрения после ячмень.
рапс,умеренная,супесчаная,бобовые,ячмень,весна,защита растений,Проверить посевы рапс после ячмень на болезни и провести профилактическую обработку.
рапс,северная,суглинок,овощи,люцерна,лето,обработка почвы,После люцерна провести глубокую вспашку и выравнивание почвы под рапс.
соя,умеренная,песчаная,технические,пар,лето,удобрение,Для соя рекомендуется внести азотные и фосфорные удобрения после пар.
пшеница,умеренная,супесчаная,технические,овес,осень,защита растений,Проверить посевы пшеница после овес на болезни и провести профилактическую обработку.
рапс,северная,глинистая,сидераты,кукуруза,лето,обработка почвы,После кукуруза провести глубокую вспашку и выравнивание почвы под рапс.
рожь,континентальная,чернозем,бобовые,озимая пшеница,лето,севооборот,"После озимая пшеница, лучше всего сажать рожь, так как сохраняется плодородие почвы."
гречиха,засушливая,песчаная,овощи,кукуруза,лето,севооборот,"После кукуруза, лучше всего сажать гречиха, так как сохраняется плодородие почвы."
ячмень,южная,песчаная,овощи,картофель,весна,защита растений,Проверить посевы ячмень после картофель на болезни и провести профилактическую обработку.
соя,северная,глинистая,технические,кукуруза,весна,удобрение,Для соя рекомендуется внести азотные и фосфорные удобрения после кукуруза.
подсолнечник,засушливая,торфяная,технические,пар,лето,севооборот,"После пар, лучше всего сажать подсолнечник, так как сохраняется плодородие почвы."
ячмень,северная,песчаная,бобовые,ячмень,осень,севооборот,"После ячмень, лучше всего сажать ячмень, так как сохраняется плодородие почвы."
